ID,Count,Frequency
1,18784,31.622895622895623
2,22161,37.30808080808081
3,80237,135.07912457912457
4,103501,174.24410774410774
5,49992,84.16161616161617
6,84020,141.44781144781146
7,26299,44.274410774410775
8,11497,19.355218855218855
9,21530,36.245791245791246
10,124044,208.82828282828282
11,32390,54.52861952861953
12,56571,95.23737373737374
13,13579,22.86026936026936
14,115795,194.94107744107745
15,29127,49.035353535353536
16,172552,290.4915824915825
17,119652,201.43434343434345
18,48412,81.5016835016835
